C00069,6112
C03028,6112
C03798,6112
C00407,6112
C00092,6112
C20969,6112
C00008,6112
C20373,6112
C05345,6112
C05684,6112
C00360,6112
C00009,6112
C01612,6112
C04688,6112
C00027,6112
C05746,6112
C00155,6112
C05757,6112
C02729,6112
C15603,6112
C00067,6112
C00704,6112
C00091,6112
C00123,6112
C16348,6112
C11039,6112
C00236,6112
C00183,6112
C06899,6112
C00365,6112
C00527,6112
C00017,6112
C00065,6112
C00039,6112
C00454,6112
C03344,6112
C02090,6112
C05445,6112
C05688,6112
C00226,6112
C05269,6112
C00099,6112
C00141,6112
C00075,6112
C00112,6112
C00048,6112
C00026,6112
C16664,6112
C00136,6112
C00288,6112
C04677,6112
C03633,6112
C02128,6112
C05753,6112
C00139,6112
C15602,6112
C04618,6112
C05576,6112
C00077,6112
C00655,6112
C00071,6112
C00954,6112
C02909,6112
C05378,6112
C00944,6112
C00131,6112
C00109,6112
C04232,6112
C14090,6112
C16663,6112
C00185,6112
C05382,6112
C00013,6112
C00044,6112
C00068,6112
C00029,6112
C00221,6112
C05750,6112
C20376,6112
C16255,6112
C00125,6112
C01898,6112
C00030,6112
C00147,6112
C00197,6112
C00249,6112
C00036,6112
C00005,6112
C00332,6112
C00267,6112
C00007,6112
C00104,6112
C00330,6112
C00526,6112
C04144,6112
C00262,6112
C05744,6112
C01528,6112
C00638,6112
C00455,6112
C00152,6112
C04421,6112
C00158,6112
C00283,6112
C05336,6112
C00031,6112
C00718,6112
C01005,6112
C00161,6112
C02987,6112
C00671,6112
C00311,6112
C05756,6112
C02630,6112
C00033,6112
C00114,6112
C00447,6112
C02843,6112
C06032,6112
C05703,6112
C01217,6112
C00134,6112
C06613,6112
C01185,6112
C00881,6112
C01335,6112
C00208,6112
C00320,6112
C00167,6112
C21031,6112
C00073,6112
C00555,6112
C21750,6112
C00868,6112
C00002,6112
C00097,6112
C00201,6112
C15972,6112
C00080,6112
C01647,6112
C00019,6112
C00448,6112
C11537,6112
C00025,6112
C04619,6112
C00342,6112
C14089,6112
C02430,6112
C05526,6112
C00063,6112
C00459,6112
C00015,6112
C00376,6112
C00460,6112
C01302,6112
C05125,6112
C00163,6112
C00130,6112
C16220,6112
C00361,6112
C02504,6112
C00010,6112
C01641,6112
C00469,6112
C00160,6112
C00093,6112
C02988,6112
C04895,6112
C00979,6112
C03170,6112
C05528,6112
C00051,6112
C00199,6112
C00049,6112
C01352,6112
C01271,6112
C04411,6112
C00354,6112
C00362,6112
C00352,6112
C00322,6112
C00100,6112
C00060,6112
C00016,6112
C20372,6112
C00135,6112
C00677,6112
C00020,6112
C00055,6112
C00577,6112
C00343,6112
C00052,6112
C00111,6112
C00041,6112
C16587,6112
C00064,6112
C15556,6112
C00149,6112
